Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped,,
7/26/2017,Early Morning,202,,,,-1,L,2398,2474,76,JustWingIt,Fapper4,Inttena,PeakDew,Therapy,Tracist,Alucard,Diminish,JackFrost,Jerry,Psymon,Billy,Hollywood,2,2,78.45,Check,Defense,Check,Mercy,,,1,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,203,2433,2414,-19,-2,L,2398,2446,48,JustWingIt,Fapper3,Inttena,Tracist,Chriskimmun,GabbyJay,Bronx,DrProfessor,Gimocci,BraScott,Ok2Play,Valkyrie,Route 66,1,1,42.35,0,Attack,8,Mercy,,,1,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,203,,,,-2,L,2398,2446,48,JustWingIt,Fapper4,Inttena,Tracist,Chriskimmun,GabbyJay,Bronx,DrProfessor,Gimocci,BraScott,Ok2Play,Valkyrie,Route 66,2,2,42.36,Check,Defense,Check,torbjorn,,,1,,Meh,13,7,1:25,5392,10696,10,,,,,,,
7/26/2017,Early Morning,204,2414,2436,22,1,W,-,-,-,JustWingIt,Fapper5,Inttena,Tracist,J18Airic,GabbyJay,Foo,Zooie,Blazeit,GoGurt,OldWhite,TheLaw6996,Nepal,3,3-0,www,,CP,14.5,Lucio,,,1,,Meh,,,,,,,,,,,,,
7/27/2017,Afternoon,205,2436,2436,0,0,Draw,2400,2390,-10,JustWingIt,Tahita,SurfingNinja,Bacon,Apez,Netwerkz,Krio,CuteLilGirl,ChopSuey,Darr,Zman2626,HanzoQP,Horizon,1,2,,4.01,Defense,4,Ana,,,1,,Meh,,,,,,,,,,,,,
7/27/2017,Afternoon,205,,,,0,Draw,2400,2390,-10,JustWingIt,Tahita,SurfingNinja,Bacon,Apez,Netwerkz,Krio,CuteLilGirl,ChopSuey,Darr,Zman2626,HanzoQP,Horizon,2,2,,0,Attack,8,Zen,,,1,,Meh,,,,,,,,,,,,,
7/27/2017,Afternoon,205,,,,0,Draw,2400,2390,-10,JustWingIt,Tahita,SurfingNinja,Bacon,Apez,Netwerkz,Krio,CuteLilGirl,ChopSuey,Darr,Zman2626,HanzoQP,Horizon,3,,,0,Defense,4,Zen,,,1,,Meh,,,,,,,,,,,,,
7/27/2017,Afternoon,206,2436,2413,-23,-1,L,2435,2406,-29,JustWingIt,Heysmellthis,Auldrehn,DankMemes,Blasnar,Klinkzz,Obilisk,Fil35,Halfacid,CrustyCarnie,Keemstar,Ry360Pro,Lijang Tower,3,0-3,lll,,CP,9,Lucio,Zen,,0,,Meh,,,,,,,,,,,,,
7/31/2017,Evening,207,2413,2395,-18,-2,L,2920,-,-,JustWingIt,Beast,Hbhack,Acjclightnin,Kazzy,Lellus,Apollo,JesticeVT,meionly,Aluniteuick,Rorondazoro,SaltedFish,Ilios,5,2-3,lwlwl,,CP,Check,Lucio,Mercy,,2,,Meh,,,,,,,,,,,,,
7/31/2017,NIght,208,2395,2418,23,1,W,2873,2860,-13,JustWingIt,Beast,Darkot,Hbhack,OBU,Apooraznkid,Harlequin,CuteLilGirl,DrZoidberg,Iimortalfart,Jess,Silentsword,King's Row,1,3,70.22,0,Attack,8.5,Zen,Lucio,,2,,Good,,,,,,,,,,,,,
7/31/2017,NIght,208,,,,1,W,2873,2860,-13,JustWingIt,Beast,Darkot,Hbhack,OBU,Apooraznkid,Harlequin,CuteLilGirl,DrZoidberg,Iimortalfart,Jess,Silentsword,King's Row,2,2,47.57,0,Defense,8,Zen,Ana,,2,,Good,,,,,,,,,,,,,
7/31/2017,NIght,209,2418,2418,0,0,Draw,2906,2948,42,JustWingIt,Beast,Darkot,Hbhack,BustRobot,ForozenPhish,AceFizzer,Initial,Dr3000,Memealicious,Muffinchucka,TurtleMas,Hollywood,1,3,79.08,0:18,Defense,7.5,Zen,,,2,,Meh,,,,,,,,,,,,,
7/31/2017,NIght,209,,,,0,Draw,2906,2948,42,JustWingIt,Beast,Darkot,Hbhack,BustRobot,ForozenPhish,AceFizzer,Initial,Dr3001,Memealicious,Muffinchucka,TurtleMas,Hollywood,2,3,79.08,0,Attack,8,Zen,Lucio,,2,,Meh,,,,,,,,,,,,,
7/31/2017,NIght,209,,,,0,Draw,2906,2948,42,JustWingIt,Beast,Darkot,Hbhack,BustRobot,ForozenPhish,AceFizzer,Initial,Dr3002,Memealicious,Muffinchucka,TurtleMas,Hollywood,3,0,,0,Attack,2,Lucio,,,2,,Meh,,,,,,,,,,,,,
7/31/2017,NIght,209,,,,0,Draw,2906,2948,42,JustWingIt,Beast,Darkot,Hbhack,BustRobot,ForozenPhish,AceFizzer,Initial,Dr3003,Memealicious,Muffinchucka,TurtleMas,Hollywood,4,0,,0,Defense,2,Torbjorn,,,2,,Meh,,,,,,,,,,,,,
7/31/2017,NIght,210,2418,2445,27,2,W,2912,2916,4,JustWingIt,Beast,Darkot,Hbhack,Oldhotdog,Nickle,Deadlock,sonofBonar,Fre4kshow,MadManMrj,Symple,Yourself,lijang Tower,5,3-2,wwllw,,CP,19,Lucio,Ana,Zen,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,211,2445,2466,21,3,W,2562,2574,12,JustWingIt,HaveFun,pickthenPush,Tghlooty,Chupacabra,Cowcrasher,Tabrn,Linksgaming,Zorzzzz,Alpha2Omega,Dantecries,Kayotalynx,Route 66,1,3,,2:29,Attack,5.5,Zen,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,211,,,,3,W,2562,2574,12,JustWingIt,HaveFun,pickthenPush,Tghlooty,Chupacabra,Cowcrasher,Tabrn,Linksgaming,Zorzzzz,Alpha2Omega,Dantecries,Kayotalynx,Route 66,2,2,66.34,0,Defense,8,Zen,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,212,2466,2489,23,4,W,2591,2539,-52,JustWingIt,HaveFun,pickthenPush,Tghlooty,BetsyDevos,BiboGrape,RedPanda,Vany,ZeroZetga,Mjush,Ophannin,Tigranes,King's Row,1,3,70.22,0,Attack,8,Zen,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,212,,,,4,W,2591,2539,-52,JustWingIt,HaveFun,pickthenPush,Tghlooty,BetsyDevos,BiboGrape,RedPanda,Vany,ZeroZetga,Mjush,Ophannin,Tigranes,King's Row,2,2,Check,0,Defense,8,Zen,Lucio,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,213,2489,2489,0,0,Draw,2645,2654,9,JustWingIt,HaveFun,pickthenPush,Tghlooty,Arya,Iconate,Overwatch,MrSofty,Boonyaa,Celisesa,Glazz,RicharZone,Hanamura,1,0,,0,Defense,4,Ana,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,213,,,,0,Draw,2645,2654,9,JustWingIt,HaveFun,pickthenPush,Tghlooty,Arya,Iconate,Overwatch,MrSofty,Boonyaa,Celisesa,Glazz,RicharZone,Hanamura,2,0,,0,Attack,4,Ana,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,214,2489,2467,-22,-1,L,2649,2666,17,JustWingIt,HaveFun,pickthenPush,Tghlooty,AngelzWingz,Lambo,Silver,AntinaTorx11,EpicLegendX,Baezen,Darkwing,Honey,Volskaya Industries,1,2,,1:42,Defense,6,Ana,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,214,,,,-1,L,2649,2666,17,JustWingIt,HaveFun,pickthenPush,Tghlooty,AngelzWingz,Lambo,Silver,AntinaTorx11,EpicLegendX,Baezen,Darkwing,Honey,Volskaya Industries,2,2,,2:12,Attack,6,Ana,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,214,,,,-1,L,2649,2666,17,JustWingIt,HaveFun,pickthenPush,Tghlooty,AngelzWingz,Lambo,Silver,AntinaTorx11,EpicLegendX,Baezen,Darkwing,Honey,Volskaya Industries,3,2,,0,Defense,2.5,Ana,,,2,,Meh,,,,,,,,,,,,,
8/1/2017,NIght,214,,,,-1,L,2649,2666,17,JustWingIt,HaveFun,pickthenPush,Tghlooty,AngelzWingz,Lambo,Silver,AntinaTorx11,EpicLegendX,Baezen,Darkwing,Honey,Volskaya Industries,4,0,,0,Attack,5,Zen,Lucio,,2,,Meh,,,,,,,,,,,,,
8/1/2017,NIght,215,2467,2494,27,1,W,2877,2896,19,JustWingIt,Darkot,HBhack,Tghlooty,ThirtyOne,Repowdering,KappaCylsm,ChickenBro,Godylan,Kido,Mewo,Wnvlyb,Oasis,3,3-0,www,,CP,11.5,Zen,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,216,2494,2494,0,0,Draw,2931,2957,26,JustWingIt,Darkot,HBhack,Tghlooty,Yoloswaggins,Pureos,IIIIIIIII,Andiowen,Scotty,Galaxian,Hobbes,Psychopeacch,King's Row,1,3,70.19,2,Defense,6,Mercy,,,2,,Meh,,,,,,,,,,,,,
8/1/2017,NIght,216,,,,0,Draw,2931,2957,26,JustWingIt,Darkot,HBhack,Tghlooty,Yoloswaggins,Pureos,IIIIIIIII,Andiowen,Scotty,Galaxian,Hobbes,Psychopeacch,King's Row,2,3,70.19,0,Attack,8.5,Mercy,,,2,,Meh,,,,,,,,,,,,,
8/1/2017,NIght,216,,,,0,Draw,2931,2957,26,JustWingIt,Darkot,HBhack,Tghlooty,Yoloswaggins,Pureos,IIIIIIIII,Andiowen,Scotty,Galaxian,Hobbes,Psychopeacch,King's Row,3,0,,0,Defense,2,Mercy,,,2,,Meh,,,,,,,,,,,,,
8/1/2017,NIght,217,2494,2517,23,1,W,2552,2503,-49,JustWingIt,HaveFun,pickthenPush,HanzoMain,VleeslampJe,Mein,OverClock,Damo,Edrick,Emr0071,Splangy,VideoHead85,Temple of Anubis,1,0,,0,Defense,4,Zen,,,2,,Good,,,,,,,,,,,,,
8/1/2017,NIght,217,,,,1,W,2552,2503,-49,JustWingIt,HaveFun,pickthenPush,HanzoMain,VleeslampJe,Mein,OverClock,Damo,Edrick,Emr0071,Splangy,VideoHead85,Temple of Anubis,2,1,,2:41,Attack,1.5,Zen,,,2,,Good,,,,,,,,,,,,,
8/7/2017,Evening,218,2517,2497,-20,-1,L,2709,2663,-46,JustWingIt,Darkot,HBhack,Tghlooty,Smelliott,BBTaker,Lulu,Advrtisement,Leshord,Nene,Yukie,Nut,Horizon,1,2,,2:59,Defense,5,Ana,,,2,,Meh,,,,,,,,,,,,,
8/8/2017,Evening,218,,,,-1,L,2709,2663,-46,JustWingIt,Darkot,HBhack,Tghlooty,Smelliott,BBTaker,Lulu,Advrtisement,Leshord,Nene,Yukie,Nut,Horizon,2,2,,4:53,Attack,3,Torbjorn,,,2,,Meh,,,,,,,,,,,,,
8/9/2017,Evening,218,,,,-1,L,2709,2663,-46,JustWingIt,Darkot,HBhack,Tghlooty,Smelliott,BBTaker,Lulu,Advrtisement,Leshord,Nene,Yukie,Nut,Horizon,3,1,,0,Attack,3,Zen,,,2,,Meh,,,,,,,,,,,,,
8/10/2017,Evening,218,,,,-1,L,2709,2663,-46,JustWingIt,Darkot,HBhack,Tghlooty,Smelliott,BBTaker,Lulu,Advrtisement,Leshord,Nene,Yukie,Nut,Horizon,4,2,,3:03,Defense,1,Mercy,,,2,,Meh,,,,,,,,,,,,,
8/10/2017,Evening,219,2497,2517,20,1,W,2500,2448,-52,JustWingIt,ThunderSnail,Coach,Rexell,Supahdot,GehettoMagic,GnomeChild11,Fodoin,Lixme47,SoonSiri,Kissme,Mermaidtoes,Gilbraltar,1,0,68.31,0,Defense,4,Zen,,,2,,Good,,,,,,,,,,,,,
8/10/2017,Evening,219,,,,1,W,2500,2448,-52,JustWingIt,ThunderSnail,Coach,Rexell,Supahdot,GehettoMagic,GnomeChild11,Fodoin,Lixme47,SoonSiri,Kissme,Mermaidtoes,Gilbraltar,2,1,68.32,2:57,Attack,1,Zarya,,,2,,Good,9,5,0:55,2236,2377,0,,,,,,,
8/10/2017,Evening,220,2517,2535,18,2,W,2517,2498,-19,JustWingIt,Kony,Hadouken,Erazzer,MistyXo,WeAreSkynet,BubbaChomp,Senseiluke,ObliviousDQ,Lamoux,Laz,Tobam,Hanamura,1,1,,0,Defense,8,Zen,Ana,,1,63.9,Good,,,,,,,,,,,,,
8/10/2017,Evening,220,,,,2,W,2517,2498,-19,JustWingIt,Kony,Hadouken,Erazzer,MistyXo,WeAreSkynet,BubbaChomp,Senseiluke,ObliviousDQ,Lamoux,Laz,Tobam,Hanamura,2,2,,0:30,Attack,,Zen,,,1,,Good,,,,,,,,,,,,,
8/10/2017,Evening,221,2535,2558,23,3,W,2473,2513,40,JustWingIt,Haukane,RabidPotato,Butterz,Fallrik,Itachi,Kony,Ahntoenee,Lunders,BriceB4,NeoWaffles,VirWave,Ilios,3,3-0,www,,CP,15,Lucio,Zen,,1,,Good,24,17,2:47,6217,8930,12,,,,,,,
8/10/2017,Evening,222,2558,2535,-23,-1,L,2539,2546,7,JustWingIt,Alvo,Cribby,Iwallame,Equinoxas,TheLinq,Braddict,Mercury,Veniscanex,DeathtoCraig,CrackGamer,Nilsandro,Eichenwade,1,1,110.53,0,Defense,7,Mercy,,,1,,Meh,,,,,,,,,,,,,
8/10/2017,Evening,222,,,,-1,L,2539,2546,7,JustWingIt,Alvo,Cribby,Iwallame,Equinoxas,TheLinq,Braddict,Mercury,Veniscanex,DeathtoCraig,CrackGamer,Nilsandro,Eichenwade,2,0,,0,Attack,4,Mercy,,,1,,Meh,3,1,0:21,248,9960,4,,,,,,,
8/11/2017,Evening,223,2535,2514,-21,-2,L,2554,2487,-67,JustWingIt,Hashfail,Palisade,Hirokentor,Blittle888,Duckiee,Pesadilla,MarshMallow,Hardin,Aiko,Lte,Zero,Horizon,1,2,,0:40,Defense,7.5,Mercy,,,1,,Meh,,,,,,,,,,,,,
8/11/2017,Evening,223,,,,-2,L,2554,2487,-67,JustWingIt,Hashfail,Palisade,Hirokentor,Blittle889,Duckiee,Pesadilla,MarshMallow,Hardin,Aiko,Lte,Zero,Horizon,2,1,,0,Attack,8,Zen,Mercy,,1,,Meh,9,5,1:10,2217,13604,8,,,5,19,,13,
8/13/2017,Evening,224,2514,2488,-26,-3,L,2614,2650,36,JustWingIt,AdamFro,Darkot,HbHack,NomCookie,SaiyanJay,CantWidow,Nazithi,BlackSamson,Facewnmes3,Aede,Vazza,lijang Tower,4,1-3,llwl,,CP,,Lucio,Zen,,1,,Meh,,,,,,,,,,,,,
8/13/2017,Evening,225,2488,2464,-24,-4,L,2434,2458,24,JustWingIt,Darkot,,,,,,,,,,,Route 66,1,0,44.15,0,Attack,0,,,,1,,Meh,,,,,,,,,,,,,
8/13/2017,Evening,225,,,,-4,L,,,,JustWingIt,Muky,,,,,,,,,,,Route 66,2,1,44.16,3:30,Defense,0:30,,,,1,,Meh,,,,,,,,,,,,,
8/13/2017,Evening,226,2464,2442,-22,-5,L,2434,2458,24,,,,,,,,,,,,,Hanamura,,,,5,,,,,,1,,Meh,,,,,,,,,,,,,
8/13/2017,Evening,226,,,,-5,L,,,,,,,,,,,,,,,,Hanamura,,,,3:13,,,,,,1,,Meh,,,,,,,,,,,,,
8/15/2017,Evening,227,2442,2460,18,1,W,2382,2404,22,JustWingIt,MobileSaurus,ShadesSlayer,Spoilz,FunkMonk,Kratos,Mak,Yourhighness,Jhoover,MrOuellette,Ron,StuffBaby,Illios,3,3-0,www,,CP,11,Lucio,Zen,,1,Other team left on round 2,Meh,,,,,,,,,,,,,
8/15/2017,Evening,228,2460,2439,-21,-1,L,2464,2451,-13,JustWingIt,Myrozyn,Mshak,Meeko,Nintendodo,ZeeSandwich,Peaeye19,DrDankness,Alecco,ClutchFios,Hylliko,ZaeRakk,Dorado,1,2,80.75,0,Defense,8,Zen,Mercy,,1,,Meh,,,,,,,,,,,,,
8/15/2017,Evening,228,,,,-1,L,2464,2451,-13,JustWingIt,Myrozyn,Mshak,Meeko,Nintendodo,ZeeSandwich,Peaeye19,DrDankness,Alecco,ClutchFios,Hylliko,ZaeRakk,Dorado,2,1,88.48,0,Attack,7,Mercy,,,1,,Meh,,,,,,,,,,,,,
8/15/2017,Evening,229,2439,2463,24,1,W,-,-,-,JustWingIt,KoriBakusta,Conathon,SenorBigFoot,HiddenSquid,MrCoolJam,MoonDemon,Paragon,Shadow,Alktnt01,HoopBox,Kurisu,Volskaya Industries,1,0,,0,Defense,4,Mercy,,,1,,Meh,,,,,,,,,,,,,
8/15/2017,Evening,229,,,,1,W,-,-,-,JustWingIt,KoriBakusta,Conathon,SenorBigFoot,HiddenSquid,MrCoolJam,MoonDemon,Paragon,Shadow,Alktnt01,HoopBox,Kurisu,Volskaya Industries,2,1,,0:37,Attack,3.5,Mercy,,,1,,Meh,,,,,,,,,,,,,
8/15/2017,Evening,330,2463,2463,0,0,Draw,2460,2467,7,JustWingIt,Pastelg,NerdHerder16,Ptolemie,Nai,JoyStick,GForce917,M3g4tron,AlextheGreat,Cucumber,Joker,JumpnJoker,Horizon,1,2,,4:08,Attack,4,Zen,,,1,,Meh,,,,,,,,,,,,,
8/16/2017,Evening,330,,,,0,Draw,2460,2467,7,JustWingIt,Pastelg,NerdHerder17,Ptolemie,Nai,JoyStick,GForce918,M3g4tron,AlextheGreat,Cucumber,Joker,JumpnJoker,Horizon,2,2,,3:38,Defense,3.5,Zen,,,1,,Meh,,,,,,,,,,,,,
8/17/2017,Evening,330,,,,0,Draw,2460,2467,7,JustWingIt,Pastelg,NerdHerder18,Ptolemie,Nai,JoyStick,GForce919,M3g4tron,AlextheGreat,Cucumber,Joker,JumpnJoker,Horizon,3,1,,0,Defense,4,Zen,Lucio,,1,,Meh,,,,,,,,,,,,,
8/18/2017,Evening,330,,,,0,Draw,2460,2467,7,JustWingIt,Pastelg,NerdHerder19,Ptolemie,Nai,JoyStick,GForce920,M3g4tron,AlextheGreat,Cucumber,Joker,JumpnJoker,Horizon,4,1,,0,Attack,4,Lucio,,,1,,Meh,,,,,,,,,,,,,
8/18/2017,Evening,331,2463,2442,-21,-1,L,2461,2449,-12,JustWingIt,AlextheGreat,Adhoc,WitherSeed,Falkstrife,CharlieWins7,DingADong,Aqua,Pastelg,BigTeeeeee,Zooker,PotatoSlayer,Numbani,3,3,71.75,0:23,Defense,7.5,Zen,,,1,,Meh,,,,,,,,,,,,,
8/18/2017,Evening,331,,,,-1,L,2461,2449,-12,JustWingIt,AlextheGreat,Adhoc,WitherSeed,Falkstrife,CharlieWins8,DingADong,Aqua,Pastelg,BigTeeeeee,Zooker,PotatoSlayer,Numbani,2,2,64.67,0,Attack,8,Ana,,,1,,Meh,,,,,,,,,,,,,
8/23/2017,Evening,332,2442,2464,22,1,W,2655,2632,-23,JustWingIt,Darkot,Hbhack,Josh8Far,Tghlooty,Drelsin,Konoha2Life,Dukeno,Ghillie,Guyledouche,Odne,YayDestiny,Lijang Tower,5,3-2,wlwlw,,w,24,Zarya,Zen,Lucio,1,,Meh,,,,,,,,,,,,,
8/23/2017,Evening,333,2464,2441,-23,-1,L,2685,2662,-23,JustWingIt,Darkot,Hbhack,Josh8Far,Tghlooty,MimjaKitty,Adam,Abearirl,Allegro,Herras,Hutter,JohnCenayaoi,Temple of Anubis,1,2,,1:54,Defense,6,Zen,Lucio,,1,,Meh,,,,,,,,,,,,,
8/23/2017,Evening,333,,,,-1,L,2685,2662,-23,JustWingIt,Darkot,Hbhack,Josh8Far,Tghlooty,MimjaKitty,Adam,Abearirl,Allegro,Herras,Hutter,JohnCenayaoi,Temple of Anubis,2,1,,0,Attack,8,Zen,,,1,,Meh,,,,,,,,,,,,,
8/23/2017,Evening,334,2441,2413,-28,-2,L,2655,2602,-53,JustWingIt,Darkot,Hbhack,Josh8Far,Tghlooty,AnusVacuum,zsound,Bosh,Cbass057,FaceRolling,Shmody,Uturn,Oasis,1,1-3,wlll,,CP,-,,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,335,2413,2386,-27,-3,L,2391,2416,25,JustWingIt,Gorgancactus,Inbosk3r,LukeD419,Mazzzone,Sioned,Sweetness,ShadowFox98,TommyBoy,Errorr,Elvistek90,Gaige,Gilbraltar,1,2,75,0,Defense,8,Zen,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,335,,,,-3,L,2391,2416,25,JustWingIt,Gorgancactus,Inbosk3r,LukeD420,Mazzzone,Sioned,Sweetness,ShadowFox99,TommyBoy,Errorr,Elvistek91,Gaige,Gilbraltar,2,1,,0,Attack,8,Zen,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,336,2386,2360,-26,-4,L,2362,2368,6,JustWingIt,Gudder,Anya,Noxiusfox,Yikkityyak,AmazonPrime,GodisaCop,Focomoco,GBiguzivert,Ethereal,LastLifeLost,OmniousPrime,Horizon,1,2,,3:04,Defense,5,Zen,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,336,,,,-4,L,2362,2368,6,JustWingIt,Gudder,Anya,Noxiusfox,Yikkityyak,AmazonPrime,GodisaCop,Focomoco,GBiguzivert,Ethereal,LastLifeLost,OmniousPrime,Horizon,2,1,,0,Attack,8,Zen,Lucio,Ana,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,337,2360,2332,-28,-5,L,2356,2356,0,JustWingIt,Darshie,Mightybeast,Tyrion4lyfe,Jinchu,Cookie90,Noxiousfox,Karateevang,Grulkthar,Toast,Godisacop,Turnoverbaby,Dorado,1,3,,1:59,Defense,6,,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,337,,,,-5,L,2356,2356,0,JustWingIt,Darshie,Mightybeast,Tyrion4lyfe,Jinchu,Cookie91,Noxiousfox,Karateevang,Grulkthar,Toast,Godisacop,Turnoverbaby,Dorado,2,1,84.37,0,Attack,8,,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,338,2332,2304,-28,-6,L,2236,2269,33,JustWingIt,Darshie,Astrogaze,Avatarman,Azncajun564,Bovay,Emily,Vayjayjay420,NightyKnight,Vrex,Emkus,Queeflatifah,King's Row,1,1,112.26,0,Attack,8,,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,338,,,,-6,L,2236,2269,33,JustWingIt,Darshie,Astrogaze,Avatarman,Azncajun564,Bovay,Emily,Vayjayjay420,NightyKnight,Vrex,Emkus,Queeflatifah,King's Row,2,2,112.27,0,Defense,8,,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,339,2304,2279,-25,-7,L,2290,2280,-10,JustWingIt,Shaluai,Inveigh,NMeatology,FootPrint,Rhoadoodle,Miloia,FlameoLegend,Orphos,Beyonce,GatorPete,HunterChan,Route 66,1,2,62.1,0,Defense,8,Torbjorn,Junkrat,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,339,,,,-7,L,2290,2280,-10,JustWingIt,Shaluai,Inveigh,NMeatology,FootPrint,Rhoadoodle,Miloia,FlameoLegend,Orphos,Beyonce,GatorPete,HunterChan,Route 66,2,2,50.02,0,Attack,8,Ana,Lucio,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,340,2279,2255,-24,-8,L,2258,2295,37,JustWingIt,Pyro,SideofSalt,DraugSlayer,Aether,Rebellious,Reptawr,Jrivera,FlameoLegend,Zub,Beyonce,Voltaic,Eichenwade,1,3,67.69,0,Defense,8,Symmetra,Lucio,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,340,,,,-8,L,2258,2295,37,JustWingIt,Pyro,SideofSalt,DraugSlayer,Aether,Rebellious,Reptawr,Jrivera,FlameoLegend,Zub,Beyonce,Voltaic,Eichenwade,2,0,,0,Attack,4,Lucio,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,341,2255,2233,-22,-9,L,2239,2222,-17,JustWingIt,Hinocopter,Bashem,DrDandungus,Xhobiet,Zero,Fantasma,DirtyJenga,ShrimpShogun,Filatron,NightKnight,WaldoWalrus,Volskaya Industries,1,2,,3:02,Defense,5,Mercy,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,341,,,,-9,L,2239,2222,-17,JustWingIt,Hinocopter,Bashem,DrDandungus,Xhobiet,Zero,Fantasma,DirtyJenga,ShrimpShogun,Filatron,NightKnight,WaldoWalrus,Volskaya Industries,2,1,,0,Attack,8,Ana,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,342,2233,2255,22,1,W,2234,2201,-33,JustWingIt,Sticky,BeatMasterPF,RainofFire,GunGrave,Soldierog,Kebiin,Garv,Inveigh,DirtyJenga,HeHateMe,Tealk,Temple of Anubis,1,0,,0,Defense,4,Symmetra,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Early Morning,342,,,,1,W,2234,2201,-33,JustWingIt,Sticky,BeatMasterPF,RainofFire,GunGrave,Soldierog,Kebiin,Garv,Inveigh,DirtyJenga,HeHateMe,Tealk,Temple of Anubis,2,,,3:00,Attack,1,Lucio,,,1,,Meh,,,,,,,,,,,,,
8/25/2017,Afternoon,343,2255,2276,21,2,W,2253,2195,-58,JustWingIt,Flawless300,IBeastMowd,MagicTurtle,Grandelich,ClawenMeowza,Helga,SuperOxide,Stalk,James,Cormaru,Ripzier,Nepal,3,3-0,www,,CP,8,Lucio,Torbjorn,Symmetra,1,,Meh,,,,,,,,,,,,,
8/25/2017,Afternoon,344,2276,2304,28,3,W,2246,2270,24,JustWingIt,Terminate,BlueOrc,HighBrow,SteamFlower,BlazinDan,Tork,Jaxteller,Necrossault,Toy2Ssomnai,Hermes,Culus,Hanamura,1,1,,0,Defense,8,Mercy,,,1,98.7,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,344,,,,3,W,2246,2270,24,JustWingIt,Terminate,BlueOrc,HighBrow,SteamFlower,BlazinDan,Tork,Jaxteller,Necrossault,Toy2Ssomnai,Hermes,Culus,Hanamura,2,2,,5:12,Attack,3,Mercy,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,345,2304,2327,23,4,W,2290,2302,12,JustWingIt,Harry,Zezephyrphyr,StabeGabe,MarkShadow58,SnifferDog,Jake,Barrett,Ryans923,Fly,Calenwill,UndrPressure,Dorado,1,3,85.75,1:56,Attack,6,Zen,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,345,,,,4,W,2290,2302,12,JustWingIt,Harry,Zezephyrphyr,StabeGabe,MarkShadow59,SnifferDog,Jake,Barrett,Ryans924,Fly,Calenwill,UndrPressure,Dorado,2,1,89.32,0,Defense,7,Zen,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,346,2327,2347,20,5,W,2298,2266,-32,JustWingIt,Floriyana,ExFighter2,Shad,StabeGabe,Zezephyrphyr,Asoaro,ColttryHard,GuyImHigh,JanManoz,NoodleNinja,RadeGastfury,Volskaya Industries,1,2,,0:29,Attack,7.5,Lucio,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,347,,,,5,W,2298,2266,-32,JustWingIt,Floriyana,ExFighter2,Shad,StabeGabe,Zezephyrphyr,Asoaro,ColttryHard,GuyImHigh,JanManoz,NoodleNinja,RadeGastfury,Volskaya Industries,2,0,,0,Defense,4,Zen,,,1,,Good,,,,,,,,,,,,,
8/25/2017,Afternoon,347,2347,2370,23,6,W,2351,2357,6,JustWingIt,YimmyNeutron,CodeBlue54,EigenRelease,Mikeswitz,Coletrain,Exfighter2,SwollenGirth,Yayobamacare,Fill,SteadyTeddy,Dunbar,Gilbraltar,1,2,83.53,,Attack,8,Zen,,,1,,Good,,,,,,,,,,,,,
