Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped
3/7/2017,,39,,,,-1,L,2729,2887,158,JustWingIt,CeleryMan,OWOWhatsThis,MilHouse,Nazplazz,Shin,The7Raiders,Relivard,Oblivion,QaQ,Lux,Voracity,Dorado,2,3,,0,Attack,8.5,Zen,,,,Winston still good at zoning and we did nothing about it. Luckily team kill in the end solved it,Hopeful,,,,,,,,,,,
3/7/2017,,39,,,,-1,L,2729,2887,158,JustWingIt,CeleryMan,OWOWhatsThis,MilHouse,Nazplazz,Shin,The7Raiders,Relivard,Oblivion,QaQ,Lux,Voracity,Dorado,3,0,,0,Attack,Check,Mercy,,,1,Tried Pharamercy but didn't seem to work.,Tilted,,,,,,,,,,,
3/7/2017,,39,,,,-1,L,2729,2887,158,JustWingIt,CeleryMan,OWOWhatsThis,MilHouse,Nazplazz,Shin,The7Raiders,Relivard,Oblivion,QaQ,Lux,Voracity,Dorado,4,,,Check,Defend,1,Mercy,,,0,We all pretty much gave up.,Tilted,13,8,1:38,7947,8449,11,,,,,
3/7/2017,,40,2846,2823,-23,-2,L,2949,-,-,JustWingIt,CeleryMan,Pariah,SubParrapper,OrangeJuice,PoppaSmurf,MrGoodBar,BNJourMaggie,Unique,Arietta,BlueGamer4,Vanyali,Gibraltar,1,1,57.89,0,Attack,7.5,Zen,,,,Couldn't deal with Pharmercy,Sad,,,,,,,,,,,
3/7/2017,,40,,,,-2,L,2949,-,-,JustWingIt,CeleryMan,Pariah,SubParrapper,OrangeJuice,PoppaSmurf,MrGoodBar,BNJourMaggie,Unique,Arietta,BlueGamer5,Vanyali,Gibraltar,2,2,57.9,Check,Defend,4,Zen,,,,"Pharah kept flanking, 4 tanks couldn't deal with Pharmercy",Kinda Tilted,8,3,0:35,6055,5447,12,26,6,9,9,
3/7/2017,,41,2823,2792,-31,-3,L,2929,2992,63,JustWingIt,CeleryMan,Dorky,InfernoHorus,CrimsonKing,SparklePowny,Khell,Phonos,BNJourMaggie,Unique,IDClip,JustAthena,Eichenwalde,1,3,Check,4:04,Defend,4,Zen,,,,Wasn't getting my shots in,Very Titlted,,,,,,,,,,,
3/8/2017,1:15,41,,,,-3,L,2929,2992,63,JustWingIt,CeleryMan,Dorky,InfernoHorus,CrimsonKing,SparklePowny,Khell,Phonos,BNJourMaggie,Unique,IDClip,JustAthena,Eichenwalde,2,0,,0,Attack,4,Lucio,,,,"Lucio wasn't working, I didn't switch",I'm done for the night,,,,,,,,,,,
3/8/2017,0:00,42,2792,2752,-40,-4,L,2547,2422,-125,JustWingIt,Josh8Far,PickThenPush,Law240,Yeti,MrInvisible,AltF4,Heckingotem,Invincidude,WhirlWindx,BlondYeddy,RedParadox,Nepal,3,0-3,www,,CP,10.5,Zen,Ana,Lucio,2,4 DPS camped us and we couldnt' do anything about it,Tilted,,,,,,,,,,,
3/8/2017,,43,2752,2713,-39,-5,L,2469,2488,19,JustWingIt,Josh8Far,PickThenPush,Mutilation,Slayknight,Aricamp,Hyaaw,Adrith,Meiisbae,Adammh,Kuama,Mystikelh,Numbani,1,3,71.75,3:39,Defend,4.5,Zen,,,,Lost the first point too fast and ju,Really Tilted,,,,,,,,,,,
3/8/2017,,43,,,,-5,L,2469,2488,19,JustWingIt,Josh8Far,PickThenPush,Mutilation,Slayknight,Aricamp,Hyaaw,Adrith,Meiisbae,Adammh,Kuama,Mystikelh,Numbani,2,2,58.34,0,Attack,8,Zen,,,,We just didn't group up,Really Tilted,,,,,,,,,,,
3/8/2017,,44,2713,2653,-60,-6,L,2429,2416,-13,JustWingIt,Josh8Far,PickThenPush,Tuto,GuessWork,Mutilation,Rubbish,XQCow,Bigsword,Kittenish,Lyssa,SwankyOrc,Temple of Anubis,1,2,,Check,Defend,Check,Mercy,,,,Denied Mercy Rez in the end,Super Tilted,,,,,,,,,,,
3/8/2017,,44,,,,-7,L,2429,2416,-13,JustWingIt,Josh8Far,PickThenPush,Tuto,GuessWork,Mutilation,Rubbish,XQCow,Bigsword,Kittenish,Lyssa,SwankyOrc,Temple of Anubis,2,,,,Attack,8,Rienhart,,,,"Had to play rein, wtf",Super Tilted,2,0,0:40,3636,2892,15,,,,,
3/8/2017,,45,2653,2583,-70,-7,L,2637,2626,-11,JustWingIt,Poke,MrLuckMan5,Sharengae,Trash,CombatLawyer,VanDam1,Rocky,ChaosRegis,RmShockWave7,HoodGoCrazy,SilentValor,Nepal,5,2-3,lwlwl,,CP,21.5,Lucio,Ana,,,We couldnt' hold point,Depress,19,8,1:05,5892,13396,16,57,,,2,60
3/8/2017,,45,,,,-8,L,2576,2536,-40,JustWingIt,Poke,Darman8015,Dread,FauxeFyre,OutofNowhere,Mistelled,CryotheGod,Sayge,Asuratenshi,Joons,Zosyn,Gibraltar,1,0,80.37,0,Attack,4.5,Zen,Mercy,,,Noone adressed the Bastion,Sad,,,,,,,,,,,
3/8/2017,,46,2583,2520,-63,-8,L,2576,2536,-40,JustWingIt,Poke,Darman8016,Dread,FauxeFyre,OutofNowhere,Mistelled,CryotheGod,Sayge,Asuratenshi,Joons,Zosyn,Gibraltar,2,1,80.38,1,Defend,,Mercy,,,,They're bastion got ulti and wiped us,Accepting,3,1,0:08,2499,4482,6,,,2,1,
3/8/2017,,47,2520,2546,26,1,W,2561,2519,-42,JustWingIt,Poke,Ellk26,Travisaur,Fungswayze,Sneaky,Xeloin,LuckkyShottz,Cookie,GiantChiprel,Aivy,Ilove,Nepal,,3-0,www,,CP,12,Lucio,,,,Solo Healed was cool,Hopeful,15,6,1:32,3218,13047,2,18,5,3,14,
3/8/2017,,48,2546,2546,0,0,Draw,2592,2579,-13,JustWingIt,Poke,CryotheGod,Mimithy,Mobius,iSuck,Sinful,Fadams32,Illk26,Sushi,Puddi,Vivitron,Numbani,1,3,71.75,4:08,Defend,4,Zen,,,,Mimithy is raging but never said anythign,Hopeful,,,,,,,,,,,
3/8/2017,,48,,,,0,Draw,2592,2579,-13,JustWingIt,Poke,CryotheGod,Mimithy,Mobius,iSuck,Sinful,Fadams33,Illk27,Sushi,Puddi,Vivitron,Numbani,2,3,71.75,1:07,Attack,7,Zen,,,,,Hopeful,,,,,,,,,,,
3/8/2017,,48,,,,0,Draw,2592,2579,-13,JustWingIt,Poke,CryotheGod,Mimithy,Mobius,iSuck,Sinful,Fadams34,Illk28,Sushi,Puddi,Vivitron,Numbani,3,0,,0,Attack,1.5,Zen,,,,,Hopeful,,,,,,,,,,,
3/8/2017,,48,,,,0,Draw,2592,2579,-13,JustWingIt,Poke,CryotheGod,Mimithy,Mobius,iSuck,Sinful,Fadams35,Illk29,Sushi,Puddi,Vivitron,Numbani,4,0,,0,Defend,5,Ana,,,,Some how did it,Hopeful,,,,,,,,,,,
3/8/2017,,49,2546,2546,0,0,Draw,2554,2543,-11,JustWingIt,Poke,BrownDinner,ISuck,Pumaroma,Serevas,HCPhoenix,Tumblrina,Mirage,Sicarius,InsaneKiller,Nusko,Temple of Anubis,1,1,,0,Defend,8,Mercy,,,0,,Meh,,,,,,,,,,,
3/8/2017,,49,,,,0,Draw,2554,2543,-11,JustWingIt,Poke,BrownDinner,ISuck,Pumaroma,Serevas,HCPhoenix,Tumblrina,Mirage,Sicarius,InsaneKiller,Nusko,Temple of Anubis,2,1,,0,Attack,8,Mercy,,,1,,Meh,2,2,1:20,973,16470,,,,18,24,
3/8/2017,,50,2546,2572,26,1,W,2385,2346,-39,JustWingIt,L4MP,Poke,Trivium,Harambae,Cryptire,Sonicffta,PimpMyGloin,KingBiZMark,Aluminum,Camb,Medic,Numbani,1,2,50.16,0,Attack,8.5,Zen,Lucio,,1,,Good,,,,,,,,,,,
3/8/2017,,50,,,,1,W,2385,2346,-39,JustWingIt,L4MP,Poke,Trivium,Harambae,Cryptire,Sonicffta,PimpMyGloin,KingBiZMark,Aluminum,Camb,Medic,Numbani,2,2,44.37,0,Defend,8,Zen,,,1,,Good,,,,,,,,,,,
3/8/2017,,51,2572,2605,33,2,W,2600,2534,-66,JustWingIt,Poke,Krusher99,BettyBarbie,Kasachiefs,Gimpy,BrownDinner,MrShaman,ThunderGun,Pix3l3DDuD3,Shmowi,TheRealJJ,King's Row,1,2,65.81,0,Attack,8.5,Zen,,,1,We almost pushed it. ,Good,,,,,,,,,,,
3/8/2017,,51,,,,2,W,2600,2534,-66,JustWingIt,Poke,Krusher99,BettyBarbie,Kasachiefs,Gimpy,BrownDinner,MrShaman,ThunderGun,Pix3l3DDuD3,Shmowi,TheRealJJ,King's Row,2,1,112.67,0,Defend,6,Zen,,,2,"Held nicely, Last Reinhart ult saved us. Killed a mercy before she was thinking about resing",Good,28,15,1:47,11495,9052,8,23,9,32,30,
3/8/2017,,52,2605,2586,-19,-1,L,2636,2579,-57,JustWingIt,Poke,TheDamnGenji,CapitalDecay,Arlou,Corlock,Monk,Kennethz101,Magnanimus,Stumpy,Jahshuah,Spooderman,Route 66,1,0,78.63,0,Attack,4.5,Zen,,,1,Widow wasn't killing,Bummed,,,,,,,,,,,
3/8/2017,,52,,,,-1,L,2636,2579,-57,JustWingIt,Poke,TheDamnGenji,CapitalDecay,Arlou,Corlock,Monk,Kennethz101,Magnanimus,Stumpy,Jahshuah,Spooderman,Route 66,2,1,78.64,1:30,Defend,3.5,Mercy,,,1,Hanzo just didn't switch and i ran solo heals,Bummed,,,,,,,,,,,
3/8/2017,,53,2586,2586,0,-2,L,2571,2539,-32,JustWingIt,Poke,SteveBuscemi,Hellscream,Arth,Marko,NeatoBandito,Futra,TakeMYXP,Blenderman,SexyCatlady,Tresh,Volskaya Industries,1,2,,4:04,Defend,4,Zen,,,,Marko DC'ed and then Hellscream didn't play as  team,Slightly tilted,,,,,,,,,,,
3/8/2017,,53,,,,-2,L,2571,2539,-32,JustWingIt,Poke,SteveBuscemi,Hellscream,Arth,Marko,NeatoBandito,Futra,TakeMYXP,Blenderman,SexyCatlady,Tresh,Volskaya Industries,2,1,,0,Attack,8,Zen,,,,Things escalated and he played hanzo,Tilted,,,,,,,,,,,
3/8/2017,,54,2586,2586,0,0,Draw,2525,2483,-42,JustWingIt,Poke,HellScream,TCool2,NightKnight,Shodai,Scoops,Gen,Blox,Gigglesworth,HeyNongMan,PuffyCky,Hanamura,1,2,,2:12,Defend,6,Zen,,,,Hellscream is back oh no. We lost to a well placed Dva ult with a solider ult that clipped us on stairs,Bummed,,,,,,,,,,,
3/8/2017,,54,,,,0,Draw,2525,2483,-42,JustWingIt,Poke,HellScream,TCool3,NightKnight,Shodai,Scoops,Gen,Blox,Gigglesworth,HeyNongMan,PuffyCky,Hanamura,2,2,,0,Attack,8,Zen,,,,"We tried and got a team wipe, Mercy res and we got another team wipe, whew",Worried,,,,,,,,,,,
3/8/2017,,54,,,,0,Draw,2525,2483,-42,JustWingIt,Poke,HellScream,TCool4,NightKnight,Shodai,Scoops,Gen,Blox,Gigglesworth,HeyNongMan,PuffyCky,Hanamura,3,0,,0,Defend,2.5,Zen,Mercy,,,We did it. whew.,Relieved,,,,,,,,,,,
3/8/2017,,55,2586,2540,-46,-1,L,2569,2548,-21,JustWingIt,Poke,Pinoy1up,OwenM2000,Maxiaochi,Xinyi,Kayyohh,MrSmiley,DrFate,System,PalletOX,TerranitUp,King's Row,1,0,,0,Attack,4.5,Zen,,,,,,,,,,,,,,,,
3/8/2017,,55,,,,-1,L,2569,2548,-21,JustWingIt,Poke,Pinoy1up,OwenM2000,Maxiaochi,Xinyi,Kayyohh,MrSmiley,DrFate,System,PalletOX,TerranitUp,King's Row,2,0,,Check,Defend,Check,Mercy,,,,,,6,1,0:22,5404,3989,5,28,2,4,8,
3/8/2017,22:30,56,2540,2540,0,0,Draw,2559,2506,-53,JustWingIt,Poke,Doinkle,OwenM2000,Wolf,OzzBourne,Ravenscall,LuciferDad,Washerplum,HanzosBoobi,HalfPace,Mercy,Hanamura,1,0,,0,Attack,4,Zen,,,,,,,,,,,,,,,,
3/8/2017,,56,,,,0,Draw,2559,2506,-53,JustWingIt,Poke,Doinkle,OwenM2000,Wolf,OzzBourne,Ravenscall,LuciferDad,Washerplum,HanzosBoobi,HalfPace,Mercy,Hanamura,2,0,,0,Defend,4.5,Ana,,,,,Meh,10,2,0:58,5923,3721,6,,,,,
3/9/2017,21:00,57,2540,2562,22,1,W,2534,2450,-84,JustWingIt,Bnutus,GoldenBoy,Voxless,CreeperMD,Nick,Yorky,Yoon,Ashabellanar,Hosekineko,Thor,Mercy,Nepal,5,3-2,llwww,,CP,25,Ana,,,3,Switched it up and then won. Reverse sweep,Good,9,2,0:59,4234,13775,19,55,,,12,58
3/9/2017,,58,2562,2593,31,2,W,2523,2500,-23,JustWingIt,Bnutus,Voxless,Bulk,OmegaFlowey,Prefontaine,LOD,DilBraVishla,Atlypso,Beegs,Jgirthy,Akelly,King's Row,1,0,,0,Defend,4.5,Zen,,,3,Had some good plays there.,Good,,,,,,,,,,,
3/9/2017,,58,,,,2,W,2523,2500,-23,JustWingIt,Bnutus,Voxless,Bulk,OmegaFlowey,Prefontaine,LOD,DilBraVishla,Atlypso,Beegs,Jgirthy,Akelly,King's Row,2,1,,2:24,Attack,1.5,Zen,,,3,"Felt good, sombra kinda threw it for them",Great,19,10,0:17,7120,4879,3,33,9,17,9,
3/9/2017,,59,2593,2618,25,3,W,2546,2496,-50,JustWingIt,Bnutus,OmegaFlowey,Perfontaine,Voxless,Edgarr69,Panda,KevinGZR,CaptainCorgi,Cat,Hanji,WaffleToast,Lijang Tower,4,3-1,lwww,,CP,19.5,Lucio,,,3,,Great,30,16,1:54,7347,15828,10,24,5,4,24,
3/9/2017,,60,2618,2618,0,-,-,2474,2491,17,JustWingIt,Bnutus,MushyPounder,Kay,Mugzkiller98,Stroweser,Ghost,Kattyice,Angel,Schotty57,CaptDongers,Zweihander,Nepal,-,-,-,-,-,-,-,,,-,Leaver (check who),-,,,,,,,,,,,
3/9/2017,,61,2618,2597,-21,-1,L,2526,2488,-38,JustWingIt,Bnutus,PinkyToe,Puggernaut,Robot,Sarbear,Kattyice,Sleepy,WorldStarWsh,Cappaco,TVTOme,Vars,Ilios,4,1-3,lwll,,CP,20,Lucio,Zen,,2,Mercy and Soldier seems to have been the issue,Meh,34,17,2:46,9578,11132,17,26,7,9,12,
3/9/2017,,62,2597,2622,25,1,W,2466,2446,-20,JustWingIt,Bnutus,Devious,Bossman114,Mcknugg,DanPan,Doc,Scarceowl,Coryinhouse,Jeganrx,Bryanvet,Icetea,Volskaya Industries,1,2,,2:56,Attack,5,Zen,,,3,,Good,,,,,,,,,,,
3/9/2017,,62,,,,1,W,2466,2446,-20,JustWingIt,Bnutus,Devious,Bossman114,Mcknugg,DanPan,Doc,Scarceowl,Coryinhouse,Jeganrx,Bryanvet,Icetea,Volskaya Industries,2,1,,0,Defend,8,Zen,,,3,Lost 1st point fast but great holding utls by Mei,Good,15,6,1:07,9237,8801,7,29,4,24,35,
3/9/2017,,63,2622,2599,-23,-1,L,2509,2439,-70,JustWingIt,Bnutus,KrazyKuz,GCharp,Pablo,Tusik,Michelle,IllPenetrate,DarkBear,Soah,HITS,Spookatron,Route 66,1,2,71.38,0,Defend,10,Zen,Ana,,2,Steamrolled us and Genji was successfully flanking us a bunch,Hopeful,,,,,,,,,,,
3/9/2017,23:45,63,,,,-1,L,2509,2439,-70,JustWingIt,Bnutus,KrazyKuz,GCharp,Pablo,Tusik,Michelle,IllPenetrate,DarkBear,Soah,HITS,Spookatron,Route 66,2,1,43.98,0,Attack,7,Zen,,,2,There wasn't enough damage being done,Bummed,14,4,1:22,8920,7485,16,24,7,11,5,
3/10/2017,17:15,,2599,2577,-22,-2,L,2841,2792,-49,JustWingIt,Yrova,Rage,Umbraignis,Gordy,Logger,Vdazen,Awesomeking,HypnoTYZED12,AirWatch,Enzhymez,OriginalBran,Gibraltar,1,3,88.69,2,Defend,6,Zen,,,2,3 Healer Mains oh boy!,Hopeful,,,,,,,,,,,
3/10/2017,,,,,,-2,L,2841,2792,-49,JustWingIt,Yrova,Rage,Umbraignis,Gordy,Logger,Vdazen,Awesomeking,HypnoTYZED13,AirWatch,Enzhymez,OriginalBran,Gibraltar,2,3,88.69,0,Attack,9,Ana,,,2,Pushed it nicely,Hopeful,,,,,,,,,,,
3/10/2017,,,,,,-2,L,2841,2792,-49,JustWingIt,Yrova,Rage,Umbraignis,Gordy,Logger,Vdazen,Awesomeking,HypnoTYZED14,AirWatch,Enzhymez,OriginalBran,Gibraltar,3,2,62.42,0,Attack,2,Ana,,,2,One leaver helped us push it a bit ,Hopeful,,,,,,,,,,,
3/10/2017,,,,,,-2,L,2841,2792,-49,JustWingIt,Yrova,Rage,Umbraignis,Gordy,Logger,Vdazen,Awesomeking,HypnoTYZED15,AirWatch,Enzhymez,OriginalBran,Gibraltar,4,2,62.43,Check,Defend,2,Ana,,,2,Rage the bastion set up right infront of enemy? Odd choice.,Bummed,20,7,2:38,11248,9974,16,56,,,13,
3/10/2017,,,2577,2556,-21,-3,L,2805,2741,-64,JustWingIt,Yrova,Elrassan,Don,Enygma,Torza,Meepo,PolyGlotent,WoodenFish,Spartan1204,GhostHamster,Senketsuryuk,Lijang Tower,3,0-3,lll,,CP,12,Ana,,,1,"Ghost and Senket were good flankers, also 3 healer mains again!",Depressed,18,5,0:19,4458,4899,14,52,,,12,64
3/10/2017,,,2556,2580,24,1,W,2772,2771,-1,JustWingIt,Yrova,Penguin,Matsamilla,OfficeGlen,OSC1,Digger,Crixus,CrystalShado,Fluttershyqc,Dylando,Para,Gibraltar,1,0,56.56,0,Defend,4,Ana,,,3,Good Soldier (mat) and Mei (office) with blocks and shots,Good,,,,,,,,,,,
3/10/2017,,,,,,1,W,2772,2771,-1,JustWingIt,Yrova,Penguin,Matsamilla,OfficeGlen,OSC1,Digger,Crixus,CrystalShado,Fluttershyqc,Dylando,Para,Gibraltar,2,1,56.57,3:08,Attack,1,Ana,,,3,"If we didn't win, t hat would have been sad",Good,,,,,,,,,,,
3/10/2017,,,2580,2580,0,-,-,2758,2798,40,JustWingIt,Yrova,Teq,Scotsman,WaterB,KraayFord,Meepo,CandyManV2,BobbotheCow,Kwon,Kuyi,Tedren,Dorado,1,-,-,-,-,-,-,,,,Bobbo Left the game ,Meh,,,,,,,,,,,
3/10/2017,,,2580,2560,-20,-1,L,2824,2794,-30,JustWingIt,Yrova,Tedren,BattleStag,Trapanomics,Bzamo,GhostDragon,icypher,Codinho,Duffman,Xtatic,Divah,Eichenwalde,1,3,67.69,0:52,Defend,7,Ana,,,,,,,,,,,,,,,,
3/10/2017,,,,,,-1,L,2824,2794,-30,JustWingIt,Yrova,Tedren,BattleStag,Trapanomics,Bzamo,GhostDragon,icypher,Codinho,Duffman,Xtatic,Divah,Eichenwalde,2,2,57.28,0,Attack,9,Zen,,,,,,7,1,0:40,2699,11627,11,,,,12,
3/10/2017,,,2560,2539,-21,-2,L,Check,Check,,JustWingIt,Yrova,Mininuss,Duffman,Xtatic,Divah,GhostJames,Master,Chins,LaxPorcupine,PlainnSimple,TheCoolNerd,Hanamura,1,2,,5:47,Defend,2,Torbjorn,,,,,Good,,,,,,,,,,,
3/10/2017,,,,,,-2,L,Check,Check,,JustWingIt,Yrova,Mininuss,Duffman,Xtatic,Divah,GhostJames,Master,Chins,LaxPorcupine,PlainnSimple,TheCoolNerd,Hanamura,2,2,,5:09,Attack,3,Zen,,,,,Good,,,,,,,,,,,
3/10/2017,,,,,,-2,L,Check,Check,,JustWingIt,Yrova,Mininuss,Duffman,Xtatic,Divah,GhostJames,Master,Chins,LaxPorcupine,PlainnSimple,TheCoolNerd,Hanamura,3,1,,0,Attack,6,Zen,,,,,Hopeful,,,,,,,,,,,
3/10/2017,,,,,,-2,L,Check,Check,,JustWingIt,Yrova,Mininuss,Duffman,Xtatic,Divah,GhostJames,Master,Chins,LaxPorcupine,PlainnSimple,TheCoolNerd,Hanamura,4,2,,0,Defend,8,Mercy,Lucio,,,,Pretty BUmmed,,,,,,,,,,,
3/10/2017,19:40,,2539,2514,-25,-3,L,-,2763,-,JustWingIt,Yrova,Rcshelto,ManBear,Andy,Heeshin,TheBigKahuna,Wurmy,Bentheck,Unclerufus,SalGuod,Repoman,Lijang Tower,4,3-1,llwl,,CP,Check,Lucio,Zen,,,,Depressed,22,13,2:31,6661,13032,11,17,5,6,8,
3/12/2017,18:25,,2514,2539,25,1,W,2861,2901,40,JustWingIt,Berezaa,Looty,Poke,Yrova,Tychos,Sarver,MaximumPayne,SexyPenguin,Splosion,Voil,Young,Volskaya Industries,1,2,,0:17,Attack,8,Zen,Lucio,,3,"Down to the last minute to cap, last rushed worked",Scared,,,,,,,,,,,
3/12/2017,,,,,,1,W,2861,2901,40,JustWingIt,Berezaa,Looty,Poke,Yrova,Tychos,Sarver,MaximumPayne,SexyPenguin,Splosion,Voil,Young,Volskaya Industries,2,1,,0,Defend,8,Zen,Lucio,,3,Lost point A super fast! But we held,Great,14,9,1:40,6072,14439,8,,,,,
3/12/2017,,,2539,2539,0,0,Draw,2979,3002,23,JustWingIt,Berezaa,HBHack,Looty,Poke,Overgames,Asphery,Dleetion,Lemoncthulhu,Orpheus,Reffahcsk,Uzuki,Eichenwalde,1,0,,0,Attack,4,Lucio,,,3,We are terrible at dive haha.,Meh,,,,,,,,,,,
3/12/2017,,,,,,0,Draw,2979,3002,23,JustWingIt,Berezaa,HBHack,Looty,Poke,Overgames,Asphery,Dleetion,Lemoncthulhu,Orpheus,Reffahcsk,Uzuki,Eichenwalde,2,0,,0,Defend,5,Ana,,,3,"NOthing notable here, I just sucked",Tense,,,,,,,,,,,
3/12/2017,,,2539,2568,29,2,W,2820,2819,-1,JustWingIt,HBHack,Poke,Scooter,Baal,Dill,Afgoo,Wanyekest,Wonton,FlutterDash,Lalasenpai,PlumpJupiter,Volskaya Industries,1,0,,0,Defend,4,Mercy,,,3,Held first point but I never Rezzed,Great,,,,,,,,,,,
3/12/2017,,,,,,2,W,2820,2819,-1,JustWingIt,HBHack,Poke,Scooter,Baal,Dill,Afgoo,Wanyekest,Wonton,FlutterDash,Lalasenpai,PlumpJupiter,Volskaya Industries,2,1,,0,Attack,1.5,Zen,,,3,"Okay push for me, low kills",Great,5,2,0:21,1458,7556,2,28,5,5,3,
3/12/2017,,,2568,2603,35,3,W,2980,2999,19,JustWingIt,Berezaa,HBHack,Poke,Nordy,Tutt,MangoPapaya,PandaCorpora,Octavian,Shocky64,TheAldorn,TheTechnical,Hanamura,1,0,,0,Defend,4,Zen,,,2,"Good Hold, Bere stalled the genji",Great,,,,,,,,,,,
3/12/2017,,,,,,3,W,2980,2999,19,JustWingIt,Berezaa,HBHack,Poke,Nordy,Tutt,MangoPapaya,PandaCorpora,Octavian,Shocky65,TheAldorn,TheTechnical,Hanamura,2,1,,0:51,Attack,4,Zen,,,2,Took just one push and we got on. Zen Ult but couldn't block Deadeye since ult expired,Great,12,6,0:32,,,,,,,,
3/12/2017,,,2603,2637,34,4,W,3016,3024,8,JustWingIt,Berezaa,HBHack,Poke,Phoebe,Michael,KrakenLord21,BoobyLove,Mini,NestVura,PiniFarina,Wemy,Nepal,4,3-1,wlww,,CP,15.5,Lucio,,,2,Pro mei,Great,19,12,1:42,4415,11249,8,23,4,2,16,
3/12/2017,,,2637,2616,-21,-1,L,3043,3054,11,JustWingIt,Berezaa,HBHack,Looty,Poke,ChelseaFcBoy,DrcThulhu,Apricot,Salty,Inyx,Karman,Seven,Volskaya Industries,1,0,,0,Attack,4.5,Ana,,,2,"Just bad comp over all, did not work",Meh,,,,,,,,,,,
3/12/2017,,,,,,-1,L,3043,3054,11,JustWingIt,Berezaa,HBHack,Looty,Poke,ChelseaFcBoy,DrcThulhu,Apricot,Salty,Inyx,Karman,Seven,Volskaya Industries,2,1,,2:50,Defend,1,Mercy,,,2,"Got steamrolled by phara. Took out Bastion, Ana, then mercy",Bah,2,0,0,1368,3716,6,,,1,0,
3/12/2017,,,2616,2636,20,1,W,2629,2620,-9,JustWingIt,Poke,Duhmino,Av2,IIII,TimetoSplit,Bobinator9,Natreot,Shadoe,Havetsen,Joch,Rezide,Gibraltar,1,1,45.09,0,Defend,6,Ana,,,3,One really Aggressive Rien,Good,,,,,,,,,,,
3/12/2017,,,,,,1,W,2629,2620,-9,JustWingIt,Poke,Duhmino,Av3,IIII,TimetoSplit,Bobinator10,Natreot,Shadoe,Havetsen,Joch,Rezide,Gibraltar,2,2,45.1,3:31,Attack,3.5,Ana,,,3,Nice run went smoothly,Good,,,,,,,,,,,
3/12/2017,,,2636,2611,-25,-1,L,2663,2699,36,JustWingIt,Poke,LeoTheLlama,MotionMotion,BigB,Twigs,Wobbagasted,BrodyJohnson,NightGhoul,PwnTroop,BeeMopops,Duff,Gibraltar,1,3,88.63,0,Defend,9,Ana,,,2,Should have held first point but lost it.,Meh,,,,,,,,,,,
3/12/2017,21:00,,,,,-1,L,2663,2699,36,JustWingIt,Poke,LeoTheLlama,MotionMotion,BigB,Twigs,Wobbagasted,BrodyJohnson,NightGhoul,PwnTroop,BeeMopops,Duff,Gibraltar,2,2,84.13,0,Attack,8,Mercy,,,2,Widow was good enough that it shut us down.,Bummed,18,8,1:39,8045,10037,11,55,,,10,52
3/12/2017,,,2611,2587,-24,-2,L,-,-,-,JustWingIt,Bnutus,inte,Luke,AceXIII,UglyBarnacle,Darkshadow,Woke,Hindemith,AlexiDrakov,GMag,MrMatt,Volskaya Industries,1,1,,0,Attack,8,Zen,,,2,"Couldn't take it second point, sombra shut us down",Sad,,,,,,,,,,,
3/12/2017,,,,,,-2,L,-,-,-,JustWingIt,Bnutus,inte,Luke,AceXIII,UglyBarnacle,Darkshadow,Woke,Hindemith,AlexiDrakov,GMag,MrMatt,Volskaya Industries,2,2,,5:09,Defend,3,Ana,,,2,Torb just was pretty bad (Luke) on defense. Got steamrolled,Sad,,,,,,,,,,,
3/12/2017,,,2587,2561,-26,-3,L,-,-,-,JustWingIt,Bnutus,Inkzo,Inte,MangoHitman,TheBoz,DrDeathEfy,Edge,Ashhexx,Frg,Manders,Zabernism,Eichenwalde,1,2,26.42,0,Attack,9,Zen,,,2,Didn't kill flankers,Meh,,,,,,,,,,,
3/12/2017,,,,,,-3,L,-,-,-,JustWingIt,Bnutus,Inkzo,Inte,MangoHitman,TheBoz,DrDeathEfy,Edge,Ashhexx,Frg,Manders,Zabernism,Eichenwalde,2,3,26.43,Check,Defend,7,Symmetra,Zarya,,2,Had to go zarya and we all got killed and lost teleporter,Tilted,38,17,1:33,11717,4776,16,,,,,
3/12/2017,,,2561,2588,27,1,W,-,-,-,JustWingIt,Bnutus,Inkzo,Inte,Cyninja3,CodedSkyline,MistGhost,SemenT75154,Hades,Occamy,Razyk,Zeus,Gibraltar,1,2,81.62,0,Attack,Check,Ana,,,2,Had a tough time in the end. Winston did a good job of boucning around,Good,,,,,,,,,,,
3/12/2017,23:15,,,,,1,W,-,-,-,JustWingIt,Bnutus,Inkzo,Inte,Cyninja4,CodedSkyline,MistGhost,SemenT75155,Hades,Occamy,Razyk,Zeus,Gibraltar,2,0,72.84,0,Defend,4,Ana,,,2,They had issues.,Good,,,,,,,,,,,
